MOLENAME;TherapeuticIndication;TargetedRT;TargetedMZ;DrugPoolNumbers;EstimatedColonConcentrationMaier2018uM;SMILES;STATUS;TradeName;cas;iupacName;molArea;molCACO2;molFormula;molHALFLIFE;molHERG;molLD50;molLogP;molLogS;molPAINS;molPAMPA;molPGPINHIB;molPGPSUBST;molPSA;molVolume;molWeight;name;ref;salt_name;salt_smiles;smiles;source;Number_of_aliphatic_carboxylic_acids;Number_of_aliphatic_hydroxyl_groups;Number_of_aliphatic_hydroxyl_groups_excluding_tert_OH;Number_of_N_functional_groups_attached_to_aromatics;Number_of_Aromatic_carboxylic_acide;Number_of_aromatic_nitrogens;Number_of_aromatic_amines;Number_of_aromatic_hydroxyl_groups;Number_of_carboxylic_acids;Number_of_carboxylic_acids2;Number_of_carbonyl_O;Number_of_carbonyl_O__excluding_COOH;Number_of_thiocarbonyl;Number_of_C_OH_CCN_Ctert_alkyl_or_C_OH_CCNcyclic;Number_of_Imines;Number_of_Tertiary_amines;Number_of_Secondary_amines;Number_of_Primary_amines;Number_of_hydroxylamine_groups;Number_of_XCCNR_groups;Number_of_tert_alicyclic_amines;Number_of_H_pyrrole_nitrogens;Number_of_thiol_groups;Number_of_aldehydes;Number_of_alkyl_carbamates__subject_to_hydrolysis_;Number_of_alkyl_halides;Number_of_allylic_oxidation_sites_excluding_steroid_dienone;Number_of_amides;Number_of_amidine_groups;Number_of_anilines;Number_of_aryl_methyl_sites_for_hydroxylation;Number_of_azide_groups;Number_of_azo_groups;Number_of_barbiturate_groups;Number_of_benzene_rings;Number_of_benzodiazepines_with_no_additional_fused_rings;Bicyclic;Number_of_diazo_groups;Number_of_dihydropyridines;Number_of_epoxide_rings;Number_of_esters;Number_of_ether_oxygens__including_phenoxy_;Number_of_furan_rings;Number_of_guanidine_groups;Number_of_halogens;Number_of_hydrazine_groups;Number_of_hydrazone_groups;Number_of_imidazole_rings;Number_of_imide_groups;Number_of_isocyanates;Number_of_isothiocyanates;Number_of_ketones;Number_of_ketones_excluding_diaryl;Number_of_beta_lactams;Number_of_cyclic_esters__lactones_;Number_of_methoxy_groups__OCH3;Number_of_morpholine_rings;Number_of_nitriles;Number_of_nitro_groups;Number_of_nitro_benzene_ring_substituents;Number_of_non_ortho_nitro_benzene_ring_substituents;Number_of_nitroso_groups__excluding_NO2;Number_of_oxazole_rings;Number_of_oxime_groups;Number_of_para_hydroxylation_sites;Number_of_phenols;Number_of_phenolic_OH_excluding_ortho;Number_of_phosphoric_acid_groups;Number_of_phosphoric_ester_groups;Number_of_piperdine_rings;Number_of_piperzine_rings;Number_of_primary_amides;Number_of_primary_sulfonamides;Number_of_pyridine_rings;Number_of_quarternary_nitrogens;Number_of_thioether;Number_of_sulfonamides;Number_of_sulfone_groups;Number_of_terminal_acetylenes;Number_of_tetrazole_rings;Number_of_thiazole_rings;Number_of_thiocyanates;Number_of_thiophene_rings;Number_of_unbranched_alkanes_of_at_least_4_members;Number_of_urea_groups
DILTIAZEM;Ca channel blocker, coronary vasodilator;2.92;414.16133;6   8  10  12;NaN;COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1;USP, INN, BAN, JAN;CARDIZEM;33286-22-5, 42399-41-7 [diltiazem];6-(2-dimethylamino-ethyl)-3-(4-methoxy-phenyl)-5-oxo-2-thia-6-aza-bicyclo[5.4.0]undeca-1(7),8,10-trien-4-yl ethanoate;460.78038;-4.66;C22H27N2O4S;9.23;0.83;92.08;1.748741;-3.568039;0.1;-4.88;0.04;0.06;47.210924;418.8842;415.169153;CHEMBL603584;;chloride;[Cl-];CC(=O)OC1C(c2ccc(cc2)OC)Sc2ccccc2N(CC[N+](C)C)C1=O;"synthetic; RG-83606";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
DIPERODON;analgesic, anesthetic;2.92;397.200157;1  10  12  14;NaN;O=C(Nc1ccccc1)OCC(C[NH+]1CCCCC1)OC(=O)Nc1ccccc1;USP-XXII, INN, BAN;;537-12-2;phenylamino-(2-(phenylamino-formyloxy)-3-(piperidin-1-yl)-propoxy)-methanone;458.565326;-4.86;C22H28N3O4;0.81;0.47;386.32;3.205594;-4.011565;0.3;-5.19;0.03;0.02;66.407842;396.581416;398.207981;Diperodon;;chloride;[Cl-];C1CC[N+](CC1)CC(COC(Nc1ccccc1)=O)OC(Nc1ccccc1)=O;synthetic;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
DIPHENYLPYRALINE;antihistaminic;2.9;281.177964;6   7  18  21;NaN;C[NH+]1CCC(OC(c2ccccc2)c2ccccc2)CC1;USP-XXI, INN, BAN, JAN;HISPRIL;132-18-3 147-20-6 [diphenylpyraline];4-(diphenyl-methoxy)-1-methyl-piperidine;360.72981;-4.86;C19H24NO;3.09;0.84;115.96;2.972978;-2.801832;0.11;-4.61;0.02;0.04;9.65342;288.845488;282.185789;Diphenylpyraline;;chloride;[Cl-];C[N+]1CCC(CC1)OC(c1ccccc1)c1ccccc1;synthetic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
DIPYRIDAMOLE;coronary vasodilator;3.3;504.317252;6   7  17  20;NaN;OCCN(CCO)c1nc([NH+]2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1;USP, INN, BAN, JAN;PERSANTINE;58-32-2;2-((8-di(2-hydroxy-ethyl)amino-5,10-di(piperidin-1-yl)-2,4,7,9-tetraaza-bicyclo[4.4.0]deca-1,3,5,7,9-pentaen-3-yl)-(2-hydroxy-ethyl)-amino)-ethanol;585.405124;-5.28;C24H41N8O4;2.36;0.37;788.98;-0.026202;-3.996003;0.3;-5.06;0.04;0.21;116.357437;507.407365;505.325077;Dipyridamole;;;;C1CCN(CC1)c1c2c(c(nc(n2)N(CCO)CCO)[N+]2CCCCC2)nc(n1)N(CCO)CCO;"synthetic; RA-8";0;4;4;0;0;4;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
DISOPYRAMIDE PHOSPHATE;antiarrhythmic;2.1;339.231062;6   7  12  13;220.9230116;CC(C)[NH+](CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C;USP, INN, BAN, JAN;NORPACE;05.09.3737;4-di(1-methyl-ethyl)amino-2-phenyl-2-(pyridin-2-yl)-butanamide;429.669609;-4.89;C21H30N3O;2.09;0.63;184.89;2.386502;-3.276016;0.12;-4.7;0.01;0.05;46.41457;366.892295;340.238888;Disopyramide;;phosphate;[O-]P([O-])(O)=O;CC(C)[N+](CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C;"synthetic; SC-13957";0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
DOMPERIDONE;antiemetic, dopamine antagonist;2.53;425.161853;4  10  14  16;NaN;O=c1[nH]c2ccccc2n1CCC[NH+]1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1;USAN, INN, BAN, JAN;MOTILIUM;57808-66-9;3-chloro-7-(1-(3-(8-oxo-7,9-diaza-bicyclo[4.3.0]nona-1(6),2,4-trien-7-yl)-propyl)-piperidin-4-yl)-7,9-diaza-bicyclo[4.3.0]nona-1(6),2,4-trien-8-one;452.640564;-4.84;C22H25ClN5O2;5.86;0.79;304.45;3.250092;-4.68741;0.39;-4.97;0.03;0.06;56.876058;427.099266;426.169678;Domperidone;;;;C(CN1C(Nc2ccccc12)=O)C[N+]1CCC(CC1)N1C(Nc2cc(ccc12)[Cl])=O;"synthetic; R-33812";0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;2;3;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
DOXAZOSIN MESYLATE;antihypertensive;3.1;451.18557;7  13  15  20;1.460943244;COc1cc2[nH+]c(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC;USAN, INN, BAN, JAN;CARDURA;77883-43-3;(4-(5-amino-8,9-dimethoxy-2,4-diaza-bicyclo[4.4.0]deca-1(10),2,4,6,8-pentaen-3-yl)-piperazin-1-yl)-(2,5-dioxa-bicyclo[4.4.0]deca-1(6),7,9-trien-3-yl)-methanone;466.077615;-5.22;C23H26N5O5;0.73;0.73;455.21;2.565949;-5.055006;0.29;-4.6;0.04;0.01;88.754705;438.435272;452.193394;Doxazosin;;methyl sulfonate;CS([O-])(=O)=O;COc1cc2c(N)nc([n+]c2cc1OC)N1CCN(CC1)C(C1COc2ccccc2O1)=O;"synthetic; UK-33274-27";0;0;0;1;0;2;1;0;0;0;1;1;0;0;0;3;1;1;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;2;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DOXEPIN;antidepressant;2.75;279.162314;6   7  11  19;NaN;CN(C)CCC=C1c2ccccc2COc2ccccc21;USP, INN, BAN;SINEQUAN;1229-29-4, 1668-19-5 [doxepin], 4698-39-9 [(//E//)-isomer], 25127-31-5 [(//Z//)-isomer];;334.687917;-4.72;C19H21NO;12.81;0.29;200.33;4.134506;-3.795409;0.05;-4.69;0;0.01;12.53353;315.884791;279.162314;Doxepin;"Drugs 13:161 (1977); Clin Ther 7:181 (1985)";chloride;[Cl-];CN(C)CCC=C1c2ccccc2COc2ccccc12;"synthetic; P-3693A";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DOXYLAMINE SUCCINATE;antihistaminic, hypnotic;1.55;270.173213;6  7  8  9;NaN;C[NH+](C)CCOC(C)(c1ccccc1)c1ccccn1;USP, INN, BAN;DECAPRYN;562-10-7, 469-21-6 [doxylamine];N,N-dimethyl-2-(1-phenyl-1-(pyridin-2-yl)-ethoxy)-ethanamine;342.768415;-4.89;C17H23N2O;8.15;0.77;228.83;1.683334;-1.842004;0.09;-4.46;0.01;0.01;19.4848;288.730302;271.181038;Doxylamine;;succinate;C(CC([O-])=O)C([O-])=O;CC(c1ccccc1)(c1ccccn1)OCC[N+](C)C;synthetic;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
DROSPIRENONE;aldosterone antagonist;4.33;366.219495;8  13  17  19;NaN;CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1;USP, INN, BAN;;67392-87-4;;374.688743;-4.83;C24H30O3;3.91;0.18;136.72;3.61476;-5.252727;0.41;-4.64;0;0.01;35.14582;459.271897;366.219495;CHEMBL313503;;;;C[C@]12CCC3C(C1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(CC[C@@]13C)=O;"synthetic; ZK-30595";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DULOXETINE;antidepressant;NaN;297.118736;15  18  19  20;NaN;C[NH2+]CCC(Oc1cccc2ccccc12)c1cccs1;USAN, INN, BAN;CYMBALTA;136434-34-9;3-(bicyclo[4.4.0]deca-1(10),2,4,6,8-pentaen-2-yloxy)-N-methyl-3-(thiophen-2-yl)-propan-1-amine;328.565841;-4.95;C18H20NOS;5.46;0.57;172.12;3.72732;-4.587284;0.05;-5;0.01;0.03;19.288497;290.091554;298.12656;Duloxetine;;chloride;[Cl-];C[N+]CC[C@@H](c1cccs1)Oc1cccc2ccccc12;"synthetic; LY-248686";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
ELETRIPTAN HYDROBROMIDE;5-HT agonist, anti-migrane;2.48;382.1715;3   5  14  16;NaN;C[NH+]1CCCC1Cc1c[nH]c2cc(CCS(=O)(=O)c3ccccc3)ccc12;USAN, INN, BAN;RELPAX;177834-92-3, 143322-58-1(base);9-((1-methyl-pyrrolidin-2-yl)-methyl)-4-(2-phenylsulfonyl-ethyl)-7-aza-bicyclo[4.3.0]nona-1,3,5,8-tetraene;426.481469;-5.39;C22H27N2O2S;12.59;0.75;238.02;3.405028;-4.131341;0.12;-5.37;0;0.07;42.499564;376.822695;383.179324;;"Eur J Pharmacol 368:259 (1999); CNS Drugs 12:325 (1999); Neurology 54:156 (2000)";bromide;[Br-];C[N+]1CCC[C@@H]1Cc1c[nH]c2cc(CCS(c3ccccc3)(=O)=O)ccc12;"synthetic; UK-116044-04";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
ENALAPRIL MALEATE;ACE inhibitor, antihypertensive;2.89;376.199823;8  12  17  20;NaN;CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)[O-];USP, INN, BAN, JAN;VASOTEC;76095-16-4, 75847-73-3 [enalapril];;431.791367;-5.4;C20H27N2O5;1.45;0.26;218.64;1.444027;-3.297382;0.05;-5.14;0.01;0.02;76.730259;387.118034;375.191997;Enalapril;"J Pharmacol Exp Ther 216:552, 558 (1981); J Cardiovasc Pharmacol 15 Suppl 3: S26 (1990); N Engl J Med 362:228 (2010)";maleate;C(=CC(O)=O)C(O)=O;CCOC([C@H](CCc1ccccc1)N[C@@H](C)C(N1CCC[C@H]1C([O-])=O)=O)=O;synthetic;1;0;0;0;0;0;0;0;1;1;3;3;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ENTACAPONE;antidyskinetic;3.53;305.101172;9  13  17  20;1965.326723;CCN(CC)C(=O)C(C#N)=Cc1cc(O)c([O-])c([N+](=O)[O-])c1;USAN, INN, BAN;CONTAM;116314-67-1;3-diethylamino-2-(4,5-dihydroxy-3-nitro-benzyl)-3-oxo-propanenitrile;322.7876;-4.76;C14H14N3O5;4.5;0.11;488.47;1.973723;-2.98374;0.19;-4.87;0;0;103.215066;320.260722;304.093346;Entacapone;;;;CCN(CC)C(C(=Cc1cc(c(c(c1)O)[O-])[N+]([O-])=O)C#N)=O;"synthetic; OR-611";0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ERGONOVINE MALEATE;oxytocic, 5HT antagonist;NaN;325.179027;12  13  18  21;NaN;CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2[NH+](C)C1;USP, INN, BAN, JAN;ERGOTRATE;129-51-1, 60-79-7 [ergonovine];;368.665384;-4.77;C19H24N3O2;3.31;0.55;83.39;0.291974;-3.597871;0.28;-5.26;0.02;0.03;54.107552;356.06216;326.186852;CHEMBL1617719;;maleate;C(=CC(O)=O)C(O)=O;[H][C@@]12Cc3c[nH]c4cccc(C1=CC(C[N+]2C)C(N[C@@H](C)CO)=O)c34;ergot and Convolvulvaceae spp;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ERGOTAMINE TARTRATE;analgesic, antimigraine;0;581.26382;8  13  16  18;NaN;C[NH+]1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21;USP, INN, BAN, JAN;ERGOSTAT;379-79-3;;598.408291;-4.96;C33H36N5O5;5.94;0.15;58.96;2.573507;-5.619565;0.4;-5.44;0.07;0.1;94.177563;620.32532;582.271644;CHEMBL1982133;"Headache 22:167 (1982); Clin Pharmacokinet10:334 (1985); Teratology 51:344 (1995)";tartrate;C(C(C([O-])=O)O)(C([O-])=O)O;[H][C@@]12Cc3c[nH]c4cccc(C1=C[C@H](C[N+]2C)C(N[C@@]1(C)C(N2[C@@H](Cc5ccccc5)C(N5CCCC5[C@]2(O)O1)=O)=O)=O)c34;Claviceps purpurea;0;1;0;0;0;1;1;0;0;0;3;3;0;0;0;2;3;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;2;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ESZOPICLONE;hypnotic, sedative;1.9;388.105067;3   5  13  18;NaN;C[NH+]1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1;USAN, INN, BAN, JAN;LUNESTA;138729-47-2, 43200-80-2;8-(5-chloro-pyridin-2-yl)-9-oxo-2,5,8-triaza-bicyclo[4.3.0]nona-1,3,5-trien-7-yl 4-methyl-piperazine-1-carboxylate;393.438855;-4.61;C17H18ClN6O3;10.7;0.34;250.93;-0.451826;-2.942988;0.07;-5.02;0.01;0.03;71.772038;368.703378;389.112891;Eszopiclone;"Int J Clin Psychopharmacol 5:147 (1990); Drugs 55:277 (1998)";;;C[N+]1CCN(CC1)C(=O)O[C@H]1c2c(C(N1c1ccc(cn1)[Cl])=O)nccn2;"synthetic; RP-27267";0;0;0;0;0;3;0;0;0;0;2;2;0;0;0;5;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
ETHOPROPAZINE;antiparkinsonian, anticholinergic;3.1;312.16602;5  13  15  16;NaN;CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21;USP-XXIII, INN, BAN;PARSIDOL;1094-08-2, 522-00-9 [ethopropazine];;363.877014;-4.62;C19H24N2S;2.69;0.23;254.88;5.316911;-5.312722;0.11;-4.98;0;0.02;4.209765;318.278239;312.16602;Ethopropazine;;chloride;[Cl-];CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12;synthetic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ETHOXZOLAMIDE;carbonic anhydrase inhibitor, antiulcer, antiglaucoma;3.24;258.013287;4  10  13  15;NaN;CCOc1ccc2nc(S(N)(=O)=O)sc2c1;USP-XX;ETHAMIDE;452-35-7;4-ethoxy-7-thia-9-aza-bicyclo[4.3.0]nona-1,3,5,8-tetraene-8-sulfonamide;238.830144;-5.31;C9H10N2O3S2;1.76;0;262.73;2.100357;-3.590242;0.01;-5.6;0;0;67.460414;212.715421;258.013284;Ethoxzolamide;;;;CCOc1ccc2c(c1)sc(n2)S(N)(=O)=O;synthetic;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
ETHYNODIOL DIACETATE;progestin;1.85;384.23006;4   9  16  19;NaN;C#CC1CC2C3CCC4=CC(OC(C)=O)CCC4C3CCC2(C)C1OC(C)=O;USP, INN, BAN, JAN;;297-76-7;;436.982637;-4.81;C24H32O4;4.35;0.11;133.34;4.408908;-4.675059;0.1;-4.8;0.02;0.06;40.974192;447.452328;384.23006;;;;;CC(=O)O[C@H]1CCC2C3CC[C@@]4(C)C(C[C@@H](C#C)[C@@H]4OC(C)=O)C3CCC2=C1;"semisynthetic; SC-11800";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ETODOLAC;antiinflammatory;4.52;287.152144;9  12  16  20;742.3857955;CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)[O-])OCC3;USP, INN, BAN;LODINE;41340-25-4;;326.36973;-5.02;C17H20NO3;3.07;0.21;217.9;3.270522;-3.610887;0.21;-4.85;0;0;47.727187;310.627647;286.144319;Etodolac;;;;CCc1cccc2c3CCOC(CC)(CC([O-])=O)c3[nH]c12;"synthetic; AY-24234";1;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EZETIMIBE;sterol absorption inhibitor;NaN;409.14895;15  17  19  21;NaN;O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1;USAN, INN, BAN;ZETIA;163222-33-1;1-(4-fluoro-phenyl)-3-(3-(4-fluoro-phenyl)-3-hydroxy-propyl)-4-(4-hydroxy-phenyl)-azetidin-2-one;422.709198;-4.74;C24H21F2NO3;9.7;0.56;246.31;5.045603;-5.935851;0.32;-5.05;0.05;0.15;49.13985;380.367441;409.14895;CHEMBL199072;"Br J Pharmacol 129:1748 (2000); Expert Opin Invest Drugs 11:1587 (2002)";;;C(C[C@H]1C(N(c2ccc(cc2)F)[C@@H]1c1ccc(cc1)O)=O)C(c1ccc(cc1)F)O;synthetic;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FAMCICLOVIR;antiviral;2.01;321.143705;4   9  15  20;NaN;CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O;USAN, INN, BAN;FAMVIR;104227-87-4;2-(acetyloxy-methyl)-4-(3-amino-2,4,7,9-tetraaza-bicyclo[4.3.0]nona-1,3,5,7-tetraen-9-yl)-butyl ethanoate;348.270075;-5.16;C14H19N5O4;1.52;0.15;254;0.601998;-2.154185;0.04;-5.01;0.03;0.04;93.552885;301.665954;321.143704;Famciclovir;;;;CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O;"synthetic; BRL-42810";0;0;0;1;0;4;0;0;0;0;2;2;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FAMPROFAZONE;analgesic, antipyretic, CNS stimulant;3.78;377.246712;1   2   7  12;NaN;CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O;INN, BAN;;22881-35-2;4-isopropyl-1-methyl-5-((methyl-(1-methyl-2-phenyl-ethyl)-amino)-methyl)-2-phenyl-2,3-dihydro-1H-pyrazol-3-one;460.283495;-4.58;C24H31N3O;3.54;0.31;237;4.185402;-3.490022;0.06;-4.92;0.01;0.03;23.65321;427.191799;377.246713;Famprofazone;J Forensic Sci 52:479 (2007);;;CC(C)C1=C(CN(C)C(C)Cc2ccccc2)N(C)N(C1=O)c1ccccc1;synthetic;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
